,bayii,sipariş_miktarı,irsaliye_miktarı,fatura_miktarı,ürün_adı,birim_fiyat,alt_top,kdv,genel_toplam,kayıt_tarihi,onay_tarihi,istenen_teslimT,son_irsaliyeT,sevk_performansı,zamanında,kayıt_eden
2022-11-17 00:00:00,Doğu Anadolu Yem A.Ş.,1274.0,1274,1274,Trend 21,410,522340,94021.2,616361.2,2022-11-17 00:00:00,2022-11-17 00:00:00,2022-11-23 00:00:00,2022-12-14 00:00:00,21,0,Sevkiyat-Bekir
2022-11-17 01:00:00,Akdeniz Yem A.Ş.,1368.0,1368,1368,Besi 18 Geliştirme,550,752400,135432.0,887832.0,2022-11-17 01:00:00,2022-11-17 01:00:00,2022-11-20 01:00:00,2022-11-28 01:00:00,8,0,Sevkiyat-Mehmet
2022-11-17 02:00:00,Ege Yem A.Ş.,1888.0,1888,1888,21 XS,450,849600,152928.0,1002528.0,2022-11-17 02:00:00,2022-11-17 02:00:00,2022-11-20 02:00:00,2022-12-16 02:00:00,26,0,Sevkiyat-Davut
2022-11-17 03:00:00,Güney Anadolu Yem A.Ş.,1165.0,1165,1165,GRN Yonca Süt,520,605800,109044.0,714844.0,2022-11-17 03:00:00,2022-11-17 03:00:00,2022-11-23 03:00:00,2022-11-27 03:00:00,4,0,Sevkiyat-Ekrem
2022-11-17 04:00:00,Doğu Anadolu Yem A.Ş.,1079.0,1079,1079,20 X,420,453180,81572.4,534752.4,2022-11-17 04:00:00,2022-11-17 04:00:00,2022-11-23 04:00:00,2022-12-05 04:00:00,12,0,Sevkiyat-Mehmet
2022-11-17 06:00:00,Akdeniz Yem A.Ş.,628.0,628,628,A Besi,515,323420,58215.6,381635.6,2022-11-17 06:00:00,2022-11-17 06:00:00,2022-11-21 06:00:00,2022-12-13 06:00:00,22,0,Sevkiyat-Davut
2022-11-17 07:00:00,Ege Yem A.Ş.,1730.0,1730,1730,Trend 19,460,795800,143244.0,939044.0,2022-11-17 07:00:00,2022-11-17 07:00:00,2022-11-23 07:00:00,2022-12-01 07:00:00,8,0,Sevkiyat-Mehmet
2022-11-17 08:00:00,Akdeniz Yem A.Ş.,1761.0,1761,1761,Trend 19,460,810060,145810.8,955870.8,2022-11-17 08:00:00,2022-11-17 08:00:00,2022-11-20 08:00:00,2022-11-24 08:00:00,4,0,Sevkiyat-Onur
2022-11-17 09:00:00,Güney Anadolu Yem A.Ş.,1166.0,1166,1166,Trend Besi,545,635470,114384.59999999999,749854.6,2022-11-17 09:00:00,2022-11-17 09:00:00,2022-11-23 09:00:00,2022-12-17 09:00:00,24,0,Sevkiyat-Onur
2022-11-17 11:00:00,İç Anadolu Yem A.Ş.,1466.0,1466,1466,Trend 21,410,601060,108190.8,709250.8,2022-11-17 11:00:00,2022-11-17 11:00:00,2022-11-21 11:00:00,2022-12-12 11:00:00,21,0,Sevkiyat-Onur
2022-11-17 12:00:00,İç Anadolu Yem A.Ş.,1066.0,1066,1066,Toklu Besi,545,580970,104574.59999999999,685544.6,2022-11-17 12:00:00,2022-11-17 12:00:00,2022-11-21 12:00:00,2022-11-27 12:00:00,6,0,Sevkiyat-Davut
2022-11-17 13:00:00,Güney Anadolu Yem A.Ş.,113.0,113,113,Buzağı Başlangıç,430,48590,8746.199999999999,57336.2,2022-11-17 13:00:00,2022-11-17 13:00:00,2022-11-21 13:00:00,2022-12-20 13:00:00,29,0,Sevkiyat-Mehmet
2022-11-17 14:00:00,Akdeniz Yem A.Ş.,1575.0,1575,1575,Trend XS,395,622125,111982.5,734107.5,2022-11-17 14:00:00,2022-11-17 14:00:00,2022-11-22 14:00:00,2022-12-14 14:00:00,22,0,Sevkiyat-Bekir
2022-11-17 15:00:00,Ege Yem A.Ş.,1503.0,1503,1503,Trend 21 XS,380,571140,102805.2,673945.2,2022-11-17 15:00:00,2022-11-17 15:00:00,2022-11-23 15:00:00,2022-11-25 15:00:00,2,0,Sevkiyat-Bekir
2022-11-17 16:00:00,Ege Yem A.Ş.,1153.0,1153,1153,GRN Yonca Süt,520,599560,107920.8,707480.8,2022-11-17 16:00:00,2022-11-17 16:00:00,2022-11-20 16:00:00,2022-12-06 16:00:00,16,0,Sevkiyat-Davut
2022-11-17 17:00:00,Akdeniz Yem A.Ş.,940.0,940,940,Toklu Besi,545,512300,92214.0,604514.0,2022-11-17 17:00:00,2022-11-17 17:00:00,2022-11-23 17:00:00,2022-11-25 17:00:00,2,0,Sevkiyat-Mehmet
2022-11-17 19:00:00,Akdeniz Yem A.Ş.,592.0,592,592,20 A,395,233840,42091.2,275931.2,2022-11-17 19:00:00,2022-11-17 19:00:00,2022-11-22 19:00:00,2022-12-16 19:00:00,24,0,Sevkiyat-Davut
2022-11-17 20:00:00,Doğu Anadolu Yem A.Ş.,1568.0,1568,1568,21 XS,450,705600,127008.0,832608.0,2022-11-17 20:00:00,2022-11-17 20:00:00,2022-11-22 20:00:00,2022-12-09 20:00:00,17,0,Sevkiyat-Mehmet
2022-11-17 21:00:00,Karadeniz Yem A.Ş.,263.0,263,263,21 XS,450,118350,21303.0,139653.0,2022-11-17 21:00:00,2022-11-17 21:00:00,2022-11-22 21:00:00,2022-12-02 21:00:00,10,0,Sevkiyat-Mehmet
2022-11-17 22:00:00,Güney Anadolu Yem A.Ş.,1376.0,1376,1376,Kuzu Besi ,460,632960,113932.8,746892.8,2022-11-17 22:00:00,2022-11-17 22:00:00,2022-11-23 22:00:00,2022-12-15 22:00:00,22,0,Sevkiyat-Bekir
2022-11-17 23:00:00,Marmara Yem A.Ş.,1322.0,1322,1322,Buzağı Başlangıç,430,568460,102322.8,670782.8,2022-11-17 23:00:00,2022-11-17 23:00:00,2022-11-23 23:00:00,2022-11-29 23:00:00,6,0,Sevkiyat-Davut
2022-11-18 01:00:00,Marmara Yem A.Ş.,536.0,536,536,20 A,395,211720,38109.6,249829.6,2022-11-18 01:00:00,2022-11-18 01:00:00,2022-11-21 01:00:00,2022-12-03 01:00:00,12,0,Sevkiyat-Davut
2022-11-18 02:00:00,İç Anadolu Yem A.Ş.,1339.0,1339,1339,Trend 21,410,548990,98818.2,647808.2,2022-11-18 02:00:00,2022-11-18 02:00:00,2022-11-24 02:00:00,2022-11-26 02:00:00,2,0,Sevkiyat-Ekrem
2022-11-18 03:00:00,İç Anadolu Yem A.Ş.,1663.0,1663,1663,Trend Besi,545,906335,163140.3,1069475.3,2022-11-18 03:00:00,2022-11-18 03:00:00,2022-11-23 03:00:00,2022-12-11 03:00:00,18,0,Sevkiyat-Ekrem
2022-11-18 04:00:00,Güney Anadolu Yem A.Ş.,333.0,333,333,20 X,420,139860,25174.8,165034.8,2022-11-18 04:00:00,2022-11-18 04:00:00,2022-11-24 04:00:00,2022-12-02 04:00:00,8,0,Sevkiyat-Davut
2022-11-18 06:00:00,İç Anadolu Yem A.Ş.,1771.0,1771,1771,Yonca Besi,560,991760,178516.8,1170276.8,2022-11-18 06:00:00,2022-11-18 06:00:00,2022-11-22 06:00:00,2022-12-05 06:00:00,13,0,Sevkiyat-Onur
2022-11-18 07:00:00,İç Anadolu Yem A.Ş.,548.0,548,548,Besi 18 Geliştirme,550,301400,54252.0,355652.0,2022-11-18 07:00:00,2022-11-18 07:00:00,2022-11-24 07:00:00,2022-12-11 07:00:00,17,0,Sevkiyat-Onur
2022-11-18 08:00:00,Karadeniz Yem A.Ş.,1158.0,1158,1158,21 XS,450,521100,93798.0,614898.0,2022-11-18 08:00:00,2022-11-18 08:00:00,2022-11-24 08:00:00,2022-12-18 08:00:00,24,0,Sevkiyat-Ekrem
2022-11-18 09:00:00,Doğu Anadolu Yem A.Ş.,1589.0,1589,1589,Atax 16,480,762720,137289.6,900009.6,2022-11-18 09:00:00,2022-11-18 09:00:00,2022-11-24 09:00:00,2022-12-20 09:00:00,26,0,Sevkiyat-Bekir
2022-11-18 12:00:00,Marmara Yem A.Ş.,1528.0,1528,1528,Trend X,410,626480,112766.4,739246.4,2022-11-18 12:00:00,2022-11-18 12:00:00,2022-11-23 12:00:00,2022-12-22 12:00:00,29,0,Sevkiyat-Bekir
2022-11-18 13:00:00,Doğu Anadolu Yem A.Ş.,1656.0,1656,1656,Kuzu Besi ,460,761760,137116.8,898876.8,2022-11-18 13:00:00,2022-11-18 13:00:00,2022-11-23 13:00:00,2022-12-20 13:00:00,27,0,Sevkiyat-Mehmet
2022-11-18 14:00:00,Akdeniz Yem A.Ş.,1363.0,1363,1363,GRN Yonca Süt,520,708760,127576.79999999999,836336.8,2022-11-18 14:00:00,2022-11-18 14:00:00,2022-11-21 14:00:00,2022-12-17 14:00:00,26,0,Sevkiyat-Ekrem
2022-11-18 15:00:00,Ege Yem A.Ş.,1820.0,1820,1820,Trend X,410,746200,134316.0,880516.0,2022-11-18 15:00:00,2022-11-18 15:00:00,2022-11-22 15:00:00,2022-12-08 15:00:00,16,0,Sevkiyat-Mehmet
2022-11-18 16:00:00,Akdeniz Yem A.Ş.,1225.0,1225,1225,Kuzu Besi ,460,563500,101430.0,664930.0,2022-11-18 16:00:00,2022-11-18 16:00:00,2022-11-21 16:00:00,2022-12-15 16:00:00,24,0,Sevkiyat-Ekrem
2022-11-18 17:00:00,Doğu Anadolu Yem A.Ş.,1052.0,1052,1052,Gebe Düve,520,547040,98467.2,645507.2,2022-11-18 17:00:00,2022-11-18 17:00:00,2022-11-24 17:00:00,2022-12-20 17:00:00,26,0,Sevkiyat-Ekrem
2022-11-18 18:00:00,Marmara Yem A.Ş.,63.0,63,63,Kuzu Besi ,460,28980,5216.4,34196.4,2022-11-18 18:00:00,2022-11-18 18:00:00,2022-11-21 18:00:00,2022-12-13 18:00:00,22,0,Sevkiyat-Ekrem
2022-11-18 19:00:00,Marmara Yem A.Ş.,1351.0,1351,1351,Trend X,410,553910,99703.8,653613.8,2022-11-18 19:00:00,2022-11-18 19:00:00,2022-11-24 19:00:00,2022-12-12 19:00:00,18,0,Sevkiyat-Davut
2022-11-18 20:00:00,Akdeniz Yem A.Ş.,744.0,744,744,Trend XS,395,293880,52898.4,346778.4,2022-11-18 20:00:00,2022-11-18 20:00:00,2022-11-22 20:00:00,2022-12-21 20:00:00,29,0,Sevkiyat-Onur
2022-11-18 22:00:00,Doğu Anadolu Yem A.Ş.,1672.0,1672,1672,GRN Yonca Süt,520,869440,156499.19999999998,1025939.2,2022-11-18 22:00:00,2022-11-18 22:00:00,2022-11-23 22:00:00,2022-12-14 22:00:00,21,0,Sevkiyat-Davut
2022-11-18 23:00:00,Doğu Anadolu Yem A.Ş.,1994.0,1994,1994,Trend Besi,545,1086730,195611.4,1282341.4,2022-11-18 23:00:00,2022-11-18 23:00:00,2022-11-22 23:00:00,2022-12-21 23:00:00,29,0,Sevkiyat-Ekrem
2022-11-19 00:00:00,Karadeniz Yem A.Ş.,143.0,143,143,Besi Bitirme,430,61490,11068.199999999999,72558.2,2022-11-19 00:00:00,2022-11-19 00:00:00,2022-11-22 00:00:00,2022-12-08 00:00:00,16,0,Sevkiyat-Onur
2022-11-19 01:00:00,Karadeniz Yem A.Ş.,1523.0,1523,1523,Trend Besi,545,830035,149406.3,979441.3,2022-11-19 01:00:00,2022-11-19 01:00:00,2022-11-24 01:00:00,2022-12-15 01:00:00,21,0,Sevkiyat-Mehmet
2022-11-19 03:00:00,Akdeniz Yem A.Ş.,1804.0,1804,1804,20 A,395,712580,128264.4,840844.4,2022-11-19 03:00:00,2022-11-19 03:00:00,2022-11-25 03:00:00,2022-11-29 03:00:00,4,0,Sevkiyat-Bekir
2022-11-19 05:00:00,Karadeniz Yem A.Ş.,403.0,403,403,20 A,395,159185,28653.3,187838.3,2022-11-19 05:00:00,2022-11-19 05:00:00,2022-11-23 05:00:00,2022-12-16 05:00:00,23,0,Sevkiyat-Davut
2022-11-19 06:00:00,Doğu Anadolu Yem A.Ş.,1359.0,1359,1359,Trend X,410,557190,100294.2,657484.2,2022-11-19 06:00:00,2022-11-19 06:00:00,2022-11-23 06:00:00,2022-12-06 06:00:00,13,0,Sevkiyat-Onur
2022-11-19 07:00:00,Marmara Yem A.Ş.,427.0,427,427,GRN Yonca Süt,520,222040,39967.2,262007.2,2022-11-19 07:00:00,2022-11-19 07:00:00,2022-11-24 07:00:00,2022-12-11 07:00:00,17,0,Sevkiyat-Bekir
2022-11-19 08:00:00,Marmara Yem A.Ş.,241.0,241,241,20 X,420,101220,18219.6,119439.6,2022-11-19 08:00:00,2022-11-19 08:00:00,2022-11-24 08:00:00,2022-12-17 08:00:00,23,0,Sevkiyat-Ekrem
2022-11-19 09:00:00,Marmara Yem A.Ş.,171.0,171,171,Kuzu Besi ,460,78660,14158.8,92818.8,2022-11-19 09:00:00,2022-11-19 09:00:00,2022-11-23 09:00:00,2022-11-26 09:00:00,3,0,Sevkiyat-Ekrem
2022-11-19 10:00:00,Marmara Yem A.Ş.,1602.0,1602,1602,Buzağı Büyütme,380,608760,109576.8,718336.8,2022-11-19 10:00:00,2022-11-19 10:00:00,2022-11-22 10:00:00,2022-12-12 10:00:00,20,0,Sevkiyat-Bekir
2022-11-19 11:00:00,Ege Yem A.Ş.,1283.0,1283,1283,Besi 18 Geliştirme,550,705650,127017.0,832667.0,2022-11-19 11:00:00,2022-11-19 11:00:00,2022-11-23 11:00:00,2022-11-30 11:00:00,7,0,Sevkiyat-Bekir
2022-11-19 12:00:00,Akdeniz Yem A.Ş.,1545.0,1545,1545,Trend XS,395,610275,109849.5,720124.5,2022-11-19 12:00:00,2022-11-19 12:00:00,2022-11-25 12:00:00,2022-12-08 12:00:00,13,0,Sevkiyat-Davut
2022-11-19 13:00:00,Güney Anadolu Yem A.Ş.,1557.0,1557,1557,20 X,420,653940,117709.2,771649.2,2022-11-19 13:00:00,2022-11-19 13:00:00,2022-11-25 13:00:00,2022-12-05 13:00:00,10,0,Sevkiyat-Onur
2022-11-19 15:00:00,Marmara Yem A.Ş.,1012.0,1012,1012,Yonca Besi,560,566720,102009.59999999999,668729.6,2022-11-19 15:00:00,2022-11-19 15:00:00,2022-11-25 15:00:00,2022-12-11 15:00:00,16,0,Sevkiyat-Bekir
2022-11-19 16:00:00,İç Anadolu Yem A.Ş.,1994.0,1994,1994,GRN Yonca Süt,520,1036880,186638.4,1223518.4,2022-11-19 16:00:00,2022-11-19 16:00:00,2022-11-23 16:00:00,2022-12-14 16:00:00,21,0,Sevkiyat-Mehmet
2022-11-19 17:00:00,Güney Anadolu Yem A.Ş.,1142.0,1142,1142,GRN Yonca Süt,520,593840,106891.2,700731.2,2022-11-19 17:00:00,2022-11-19 17:00:00,2022-11-22 17:00:00,2022-11-26 17:00:00,4,0,Sevkiyat-Bekir
2022-11-19 18:00:00,Ege Yem A.Ş.,1635.0,1635,1635,20 X,420,686700,123606.0,810306.0,2022-11-19 18:00:00,2022-11-19 18:00:00,2022-11-23 18:00:00,2022-11-28 18:00:00,5,0,Sevkiyat-Ekrem
2022-11-19 21:00:00,İç Anadolu Yem A.Ş.,787.0,787,787,Trend 21,410,322670,58080.6,380750.6,2022-11-19 21:00:00,2022-11-19 21:00:00,2022-11-25 21:00:00,2022-12-19 21:00:00,24,0,Sevkiyat-Davut
2022-11-19 22:00:00,Akdeniz Yem A.Ş.,329.0,329,329,GRN Yonca Süt,520,171080,30794.399999999998,201874.4,2022-11-19 22:00:00,2022-11-19 22:00:00,2022-11-22 22:00:00,2022-12-14 22:00:00,22,0,Sevkiyat-Bekir
2022-11-19 23:00:00,Marmara Yem A.Ş.,1813.0,1813,1813,21 X,530,960890,172960.19999999998,1133850.2,2022-11-19 23:00:00,2022-11-19 23:00:00,2022-11-23 23:00:00,2022-11-26 23:00:00,3,0,Sevkiyat-Ekrem
2022-11-20 01:00:00,Doğu Anadolu Yem A.Ş.,174.0,174,174,Yonca Besi,560,97440,17539.2,114979.2,2022-11-20 01:00:00,2022-11-20 01:00:00,2022-11-23 01:00:00,2022-12-09 01:00:00,16,0,Sevkiyat-Bekir
2022-11-20 02:00:00,Akdeniz Yem A.Ş.,1921.0,1921,1921,20 A,395,758795,136583.1,895378.1,2022-11-20 02:00:00,2022-11-20 02:00:00,2022-11-25 02:00:00,2022-12-22 02:00:00,27,0,Sevkiyat-Bekir
2022-11-20 03:00:00,Doğu Anadolu Yem A.Ş.,1622.0,1622,1622,Buzağı Büyütme,380,616360,110944.8,727304.8,2022-11-20 03:00:00,2022-11-20 03:00:00,2022-11-25 03:00:00,2022-12-15 03:00:00,20,0,Sevkiyat-Davut
2022-11-20 05:00:00,Karadeniz Yem A.Ş.,1194.0,1194,1194,20 A,395,471630,84893.4,556523.4,2022-11-20 05:00:00,2022-11-20 05:00:00,2022-11-25 05:00:00,2022-12-17 05:00:00,22,0,Sevkiyat-Bekir
2022-11-20 06:00:00,Güney Anadolu Yem A.Ş.,1704.0,1704,1704,Trend 19,460,783840,141091.19999999998,924931.2,2022-11-20 06:00:00,2022-11-20 06:00:00,2022-11-24 06:00:00,2022-12-09 06:00:00,15,0,Sevkiyat-Ekrem
2022-11-20 07:00:00,Akdeniz Yem A.Ş.,1636.0,1636,1636,Kuzu Büyütme,520,850720,153129.6,1003849.6,2022-11-20 07:00:00,2022-11-20 07:00:00,2022-11-26 07:00:00,2022-12-19 07:00:00,23,0,Sevkiyat-Ekrem
2022-11-20 08:00:00,İç Anadolu Yem A.Ş.,460.0,460,460,Atax 18,495,227700,40986.0,268686.0,2022-11-20 08:00:00,2022-11-20 08:00:00,2022-11-24 08:00:00,2022-12-13 08:00:00,19,0,Sevkiyat-Davut
2022-11-20 10:00:00,Güney Anadolu Yem A.Ş.,1188.0,1188,1188,20 X,420,498960,89812.8,588772.8,2022-11-20 10:00:00,2022-11-20 10:00:00,2022-11-25 10:00:00,2022-12-09 10:00:00,14,0,Sevkiyat-Mehmet
2022-11-20 11:00:00,Marmara Yem A.Ş.,977.0,977,977,20 A,395,385915,69464.7,455379.7,2022-11-20 11:00:00,2022-11-20 11:00:00,2022-11-23 11:00:00,2022-12-01 11:00:00,8,0,Sevkiyat-Davut
2022-11-20 12:00:00,Akdeniz Yem A.Ş.,394.0,394,394,Atax 18,495,195030,35105.4,230135.4,2022-11-20 12:00:00,2022-11-20 12:00:00,2022-11-25 12:00:00,2022-12-24 12:00:00,29,0,Sevkiyat-Davut
2022-11-20 13:00:00,Doğu Anadolu Yem A.Ş.,124.0,124,124,Atax 18,495,61380,11048.4,72428.4,2022-11-20 13:00:00,2022-11-20 13:00:00,2022-11-25 13:00:00,2022-12-23 13:00:00,28,0,Sevkiyat-Bekir
2022-11-20 14:00:00,Doğu Anadolu Yem A.Ş.,587.0,587,587,Atax 18,495,290565,52301.7,342866.7,2022-11-20 14:00:00,2022-11-20 14:00:00,2022-11-23 14:00:00,2022-12-15 14:00:00,22,0,Sevkiyat-Mehmet
2022-11-20 15:00:00,İç Anadolu Yem A.Ş.,659.0,659,659,Trend XS,395,260305,46854.9,307159.9,2022-11-20 15:00:00,2022-11-20 15:00:00,2022-11-25 15:00:00,2022-12-18 15:00:00,23,0,Sevkiyat-Onur
2022-11-20 16:00:00,Ege Yem A.Ş.,963.0,963,963,21 XS,450,433350,78003.0,511353.0,2022-11-20 16:00:00,2022-11-20 16:00:00,2022-11-23 16:00:00,2022-12-01 16:00:00,8,0,Sevkiyat-Mehmet
2022-11-20 18:00:00,Karadeniz Yem A.Ş.,1514.0,1514,1514,Buzağı Başlangıç,430,651020,117183.59999999999,768203.6,2022-11-20 18:00:00,2022-11-20 18:00:00,2022-11-24 18:00:00,2022-12-11 18:00:00,17,0,Sevkiyat-Bekir
2022-11-20 19:00:00,Karadeniz Yem A.Ş.,520.0,520,520,Atax 18,495,257400,46332.0,303732.0,2022-11-20 19:00:00,2022-11-20 19:00:00,2022-11-24 19:00:00,2022-12-19 19:00:00,25,0,Sevkiyat-Bekir
2022-11-20 20:00:00,Karadeniz Yem A.Ş.,1954.0,1954,1954,Kuzu Besi ,460,898840,161791.19999999998,1060631.2,2022-11-20 20:00:00,2022-11-20 20:00:00,2022-11-26 20:00:00,2022-12-21 20:00:00,25,0,Sevkiyat-Davut
2022-11-20 21:00:00,Ege Yem A.Ş.,707.0,707,707,Atax 18,495,349965,62993.7,412958.7,2022-11-20 21:00:00,2022-11-20 21:00:00,2022-11-25 21:00:00,2022-12-24 21:00:00,29,0,Sevkiyat-Mehmet
2022-11-20 22:00:00,Karadeniz Yem A.Ş.,651.0,651,651,Koyun Süt,440,286440,51559.2,337999.2,2022-11-20 22:00:00,2022-11-20 22:00:00,2022-11-25 22:00:00,2022-12-08 22:00:00,13,0,Sevkiyat-Bekir
2022-11-20 23:00:00,Karadeniz Yem A.Ş.,1240.0,1240,1240,Kuzu Besi ,460,570400,102672.0,673072.0,2022-11-20 23:00:00,2022-11-20 23:00:00,2022-11-25 23:00:00,2022-12-23 23:00:00,28,0,Sevkiyat-Mehmet
2022-11-21 00:00:00,Akdeniz Yem A.Ş.,1469.0,1469,1469,Kuzu Büyütme,520,763880,137498.4,901378.4,2022-11-21 00:00:00,2022-11-21 00:00:00,2022-11-26 00:00:00,2022-12-07 00:00:00,11,0,Sevkiyat-Davut
2022-11-21 01:00:00,Doğu Anadolu Yem A.Ş.,1455.0,1455,1455,GRN Yonca Süt,520,756600,136188.0,892788.0,2022-11-21 01:00:00,2022-11-21 01:00:00,2022-11-26 01:00:00,2022-12-10 01:00:00,14,0,Sevkiyat-Bekir
2022-11-21 04:00:00,Güney Anadolu Yem A.Ş.,87.0,87,87,Koyun Süt,440,38280,6890.4,45170.4,2022-11-21 04:00:00,2022-11-21 04:00:00,2022-11-27 04:00:00,2022-12-16 04:00:00,19,0,Sevkiyat-Ekrem
2022-11-21 05:00:00,Akdeniz Yem A.Ş.,978.0,978,978,Trend 19,460,449880,80978.4,530858.4,2022-11-21 05:00:00,2022-11-21 05:00:00,2022-11-24 05:00:00,2022-11-28 05:00:00,4,0,Sevkiyat-Onur
2022-11-21 06:00:00,Güney Anadolu Yem A.Ş.,666.0,666,666,Trend X,410,273060,49150.799999999996,322210.8,2022-11-21 06:00:00,2022-11-21 06:00:00,2022-11-25 06:00:00,2022-12-13 06:00:00,18,0,Sevkiyat-Onur
2022-11-21 07:00:00,İç Anadolu Yem A.Ş.,1873.0,1873,1873,Yonca Besi,560,1048880,188798.4,1237678.4,2022-11-21 07:00:00,2022-11-21 07:00:00,2022-11-27 07:00:00,2022-11-27 07:00:00,0,1,Sevkiyat-Onur
2022-11-21 08:00:00,Güney Anadolu Yem A.Ş.,1477.0,1477,1477,Trend Besi,545,804965,144893.69999999998,949858.7,2022-11-21 08:00:00,2022-11-21 08:00:00,2022-11-27 08:00:00,2022-11-29 08:00:00,2,0,Sevkiyat-Ekrem
2022-11-21 09:00:00,Marmara Yem A.Ş.,153.0,153,153,GRN Yonca Süt,520,79560,14320.8,93880.8,2022-11-21 09:00:00,2022-11-21 09:00:00,2022-11-27 09:00:00,2022-12-15 09:00:00,18,0,Sevkiyat-Bekir
2022-11-21 10:00:00,Doğu Anadolu Yem A.Ş.,1665.0,1665,1665,Besi 18 Geliştirme,550,915750,164835.0,1080585.0,2022-11-21 10:00:00,2022-11-21 10:00:00,2022-11-24 10:00:00,2022-12-18 10:00:00,24,0,Sevkiyat-Ekrem
2022-11-21 12:00:00,Doğu Anadolu Yem A.Ş.,86.0,86,86,A Besi,515,44290,7972.2,52262.2,2022-11-21 12:00:00,2022-11-21 12:00:00,2022-11-27 12:00:00,2022-12-20 12:00:00,23,0,Sevkiyat-Mehmet
2022-11-21 13:00:00,Doğu Anadolu Yem A.Ş.,990.0,990,990,Kuzu Büyütme,520,514800,92664.0,607464.0,2022-11-21 13:00:00,2022-11-21 13:00:00,2022-11-26 13:00:00,2022-11-29 13:00:00,3,0,Sevkiyat-Davut
2022-11-21 15:00:00,Karadeniz Yem A.Ş.,90.0,90,90,Gebe Düve,520,46800,8424.0,55224.0,2022-11-21 15:00:00,2022-11-21 15:00:00,2022-11-24 15:00:00,2022-11-24 15:00:00,0,1,Sevkiyat-Mehmet
2022-11-21 17:00:00,Güney Anadolu Yem A.Ş.,790.0,790,790,Atax 18,495,391050,70389.0,461439.0,2022-11-21 17:00:00,2022-11-21 17:00:00,2022-11-26 17:00:00,2022-12-04 17:00:00,8,0,Sevkiyat-Onur
2022-11-21 19:00:00,İç Anadolu Yem A.Ş.,783.0,783,783,Trend XS,395,309285,55671.299999999996,364956.3,2022-11-21 19:00:00,2022-11-21 19:00:00,2022-11-25 19:00:00,2022-12-07 19:00:00,12,0,Sevkiyat-Mehmet
2022-11-21 20:00:00,Doğu Anadolu Yem A.Ş.,1416.0,1416,1416,Atax 18,495,700920,126165.59999999999,827085.6,2022-11-21 20:00:00,2022-11-21 20:00:00,2022-11-25 20:00:00,2022-12-19 20:00:00,24,0,Sevkiyat-Bekir
2022-11-21 21:00:00,Karadeniz Yem A.Ş.,732.0,732,732,Yonca Besi,560,409920,73785.59999999999,483705.6,2022-11-21 21:00:00,2022-11-21 21:00:00,2022-11-24 21:00:00,2022-12-08 21:00:00,14,0,Sevkiyat-Ekrem
2022-11-21 22:00:00,Güney Anadolu Yem A.Ş.,648.0,648,648,21 XS,450,291600,52488.0,344088.0,2022-11-21 22:00:00,2022-11-21 22:00:00,2022-11-25 22:00:00,2022-12-18 22:00:00,23,0,Sevkiyat-Mehmet
2022-11-22 00:00:00,Marmara Yem A.Ş.,1031.0,1031,1031,Yonca Besi,560,577360,103924.8,681284.8,2022-11-22 00:00:00,2022-11-22 00:00:00,2022-11-27 00:00:00,2022-12-06 00:00:00,9,0,Sevkiyat-Davut
2022-11-22 01:00:00,Marmara Yem A.Ş.,1627.0,1627,1627,Trend 21 XS,380,618260,111286.8,729546.8,2022-11-22 01:00:00,2022-11-22 01:00:00,2022-11-25 01:00:00,2022-12-04 01:00:00,9,0,Sevkiyat-Mehmet
2022-11-22 02:00:00,Karadeniz Yem A.Ş.,860.0,860,860,Buzağı Büyütme,380,326800,58824.0,385624.0,2022-11-22 02:00:00,2022-11-22 02:00:00,2022-11-26 02:00:00,2022-11-27 02:00:00,1,0,Sevkiyat-Ekrem
2022-11-22 03:00:00,Akdeniz Yem A.Ş.,1400.0,1400,1400,Besi Bitirme,430,602000,108360.0,710360.0,2022-11-22 03:00:00,2022-11-22 03:00:00,2022-11-27 03:00:00,2022-12-23 03:00:00,26,0,Sevkiyat-Ekrem
2022-11-22 04:00:00,Ege Yem A.Ş.,1336.0,1336,1336,GRN Yonca Süt,520,694720,125049.59999999999,819769.6,2022-11-22 04:00:00,2022-11-22 04:00:00,2022-11-28 04:00:00,2022-12-20 04:00:00,22,0,Sevkiyat-Bekir
2022-11-22 05:00:00,Ege Yem A.Ş.,1012.0,1012,1012,Trend 21 XS,380,384560,69220.8,453780.8,2022-11-22 05:00:00,2022-11-22 05:00:00,2022-11-28 05:00:00,2022-12-12 05:00:00,14,0,Sevkiyat-Bekir
2022-11-22 06:00:00,Doğu Anadolu Yem A.Ş.,93.0,93,93,Toklu Besi,545,50685,9123.3,59808.3,2022-11-22 06:00:00,2022-11-22 06:00:00,2022-11-26 06:00:00,2022-11-29 06:00:00,3,0,Sevkiyat-Ekrem
2022-11-22 07:00:00,Ege Yem A.Ş.,1631.0,1631,1631,20 A,395,644245,115964.09999999999,760209.1,2022-11-22 07:00:00,2022-11-22 07:00:00,2022-11-27 07:00:00,2022-12-17 07:00:00,20,0,Sevkiyat-Onur
2022-11-22 08:00:00,Güney Anadolu Yem A.Ş.,439.0,439,439,Atax 18,495,217305,39114.9,256419.9,2022-11-22 08:00:00,2022-11-22 08:00:00,2022-11-26 08:00:00,2022-11-30 08:00:00,4,0,Sevkiyat-Davut
